teamid,season,leagueid,player,num,position,height,weight,birth_date,age,exp,school,player_id,first_name,last_name,team,gp,min,catch_shoot_pts,catch_shoot_fgm,catch_shoot_fga,catch_shoot_fg_pct,catch_shoot_fg3m,catch_shoot_fg3a,catch_shoot_fg3_pct,catch_shoot_efg_pct,catch_shoot_pts_tot,blk,stl,fgm_defend_rim,fga_defend_rim,fgp_defend_rim,blk_tot,dvs,dpp,dtp,drives_fg_pct,pts_48,dpp_tot,dvs_tot,pass,ast,ast_ft,ast_sec,ast_pot,pts_crt,pts_crt_48,ast_tot,pull_ups_pts,pull_ups_fgm,pull_ups_fga,pull_ups_fg_pct,pull_ups_fg3m,pull_ups_fg3a,pull_ups_fg3_pct,pull_ups_efg_pct,pull_ups_pts_tot,reb,reb_chance,reb_col_pct,reb_contested,reb_uncontested,reb_uncontested_pct,reb_tot,oreb,oreb_chance,oreb_col_pct,oreb_contested,oreb_uncontested,oreb_uncontested_pct,dreb,dreb_chance,dreb_col_pct,dreb_contested,dreb_uncontested,dreb_uncontested_pct,shooting_pts,pts_drive,fgp_drive,pts_close,fgp_close,pts_catch_shoot,fgp_catch_shoot,pts_pull_up,fgp_pull_up,fga_drive,fga_close,fga_catch_shoot,fga_pull_up,shooting_efg_pct,cfgm,cfga,cfgp,ufgm,ufga,ufgp,cfg3m,cfg3a,cfg3p,ufg3m,ufg3a,ufg3p,dist,av_spd,dist_pg,dist_48,dist_off,dist_def,av_spd_off,av_spd_def,tch,fc_tch,top,cl_tch,el_tch,pts,pts_tch,pts_hcct,tch_tot
1610612737,2014-15,00,Paul Millsap,4,F,80,253,1985-02-10T08:00:00.000Z,30,8,Louisiana Tech,200794,Paul,Millsap,ATL,73,32.6,3.8,1.4,3.4,0.406,1,2.7,0.374,0.554,278,0.9,1.8,4.8,8.7,0.55,69,4.9,2.9,5.8,0.479,4.3,213,359,43.9,3.1,0.2,0.8,6,7.1,10.5,223,0.9,0.5,1.6,0.291,0,0.2,0.091,0.295,69,7.8,14.4,.541,3.2,4.6,.407,570,1.9,4.2,.448,1.4,0.5,.748,5.9,10.2,.580,1.8,4.2,.297,16.7,2.9,0.479,2.9,0.615,3.8,0.406,0.9,0.291,2.3,2,3.4,1.6,0.518,0,0,,0,0,,0,0,,0,0,,161,4.1,2.2,3.3,86.7,74.3,0,0,63,42.6,2.1,3.7,3.9,16.7,0.265,0.392,4599
1610612758,2014-15,00,Ryan Hollins,5,C,84,240,1984-10-10T07:00:00.000Z,30,8,California-Los Angeles,200797,Ryan,Hollins,SAC,46,9.6,0.1,0.1,0.2,0.3,0,0,,0.3,6,0.4,0.1,1.3,2.9,0.459,19,0.1,0.1,0.1,0.5,0.5,5,5,7.8,0.3,0,0.1,0.6,0.7,3.3,14,0,0,0,0,0,0,,0,0,2.2,4.4,.515,0.9,1.4,.385,103,0.8,1.5,.536,0.4,0.4,.486,1.5,2.9,.504,0.5,1,.328,3,0.1,0.5,0.9,0.704,0.1,0.3,0,0,0,0.6,0.2,0,0.646,0,0,,0,0,,0,0,,0,0,,30.1,4.1,0.7,3.3,15.7,14.4,0,0,11,6.1,0.3,1.2,1.4,3,0.272,0.488,504
1610612752,2014-15,00,Lou Amundson,21,F,81,225,1982-12-07T08:00:00.000Z,32,8,Nevada-Las Vegas,200811,Lou,Amundson,CLE,12,6.6,0,0,0,,0,0,,,0,0,0.1,0.8,1.3,0.625,0,0,0,0,,0,0,0,8,0.4,0,0.2,0.6,0.9,6.6,5,0,0,0.1,0,0,0,,0,0,1.7,3.1,.541,0.8,0.9,.450,20,0.4,1.1,.385,0.3,0.1,.800,1.2,2,.625,0.4,0.8,.333,0.9,0,,0.3,0.5,0,,0,0,0,0.3,0,0.1,0.333,0,0,,0,0,,0,0,,0,0,,5.9,4.4,0.5,3.5,3.3,2.6,0,0,9.8,4.7,0.2,0.8,0.5,0.9,0.093,0.196,118
1610612742,2014-15,00,Jose Juan Barea,5,G,72,185,1984-06-26T07:00:00.000Z,31,8,Northeastern,200826,Jose Juan,Barea,DAL,77,17.7,1.4,0.5,1.1,0.457,0.4,1,0.421,0.654,106,0,0.4,0.4,0.8,0.552,1,4.8,3.1,5.9,0.466,8.5,242,372,31.7,3.4,0.5,0.5,6.5,8.1,22.1,263,1.9,0.8,2.6,0.308,0.3,1.2,0.247,0.364,144,1.7,3.1,.563,0.4,1.4,.216,134,0.3,0.8,.390,0.2,0.1,.565,1.4,2.3,.620,0.2,1.2,.144,7.5,3.1,0.466,0.1,0.75,1.4,0.457,1.9,0.308,2.9,0.1,1.1,2.6,0.47,0,0,,0,0,,0,0,,0,0,,100.5,4.4,1.3,3.5,54.7,45.7,0,0,42.2,33.8,3.2,0.2,0.5,7.5,0.179,0.223,3248
1610612760,2014-15,00,Kevin Durant,35,F,81,240,1988-09-29T07:00:00.000Z,26,7,Texas,201142,Kevin,Durant,OKC,27,33.9,5.2,2,4.9,0.398,1.3,3.3,0.389,0.53,141,0.9,0.9,1.1,2.5,0.448,25,4.3,4.3,5.6,0.548,6.1,117,115,34.5,4.1,0.5,0.8,8,9.5,13.5,110,7.3,3.1,6.6,0.48,1,2.3,0.435,0.556,197,6.6,8.7,.757,1.3,5.3,.202,178,0.6,0.9,.667,0.3,0.3,.563,6,7.8,.768,1,5,.167,25.4,4.3,0.548,1.7,0.778,5.2,0.398,7.3,0.48,2.3,1,4.9,6.6,0.578,0,0,,0,0,,0,0,,0,0,,57.8,3.8,2.1,3,30.9,26.9,0,0,59.8,48.7,2.8,1.4,2.9,25.4,0.425,0.522,1615
1610612737,2014-15,00,Al Horford,15,C-F,82,250,1986-06-03T07:00:00.000Z,29,7,Florida,201143,Al,Horford,ATL,76,30.4,4.9,2.4,5.1,0.467,0.1,0.4,0.3,0.478,373,1.3,0.9,3.7,7.4,0.498,98,1,0.7,1.3,0.625,1.2,56,74,42.2,3.2,0.3,0.8,5.4,8.2,12.9,244,0.4,0.2,0.5,0.405,0,0.1,0,0.405,30,7.2,11.2,.639,2.7,4.4,.382,544,1.7,2.7,.647,1.1,0.6,.629,5.4,8.5,.636,1.6,3.8,.303,15.2,0.7,0.625,4,0.663,4.9,0.467,0.4,0.405,0.5,2.7,5.1,0.5,0.544,0,0,,0,0,,0,0,,0,0,,152.2,3.9,2,3.2,80.4,71.8,0,0,58.1,40.1,1.4,4.8,6.2,15.2,0.262,0.38,4416
1610612763,2014-15,00,Mike Conley,11,G,73,175,1987-10-11T07:00:00.000Z,27,7,Ohio State,201144,Mike,Conley,MEM,70,31.8,2.9,1,2.6,0.392,0.9,2.2,0.391,0.561,203,0.2,1.3,1,1.7,0.579,14,6.9,4.8,8,0.469,7.2,335,483,60.8,5.4,0.7,1.6,10.9,11.8,17.9,375,4.3,1.8,4.7,0.389,0.7,1.7,0.393,0.458,304,3,5,.599,0.6,2.4,.188,209,0.4,1,.384,0.1,0.3,.286,2.6,3.9,.657,0.4,2.1,.172,15.8,4.8,0.469,0.4,0.692,2.9,0.392,4.3,0.389,3.9,0.2,2.6,4.7,0.506,0,0,,0,0,,0,0,,0,0,,155.3,4.2,2.2,3.4,86.2,69.2,0,0,80.2,72,6.8,0.4,1.2,15.8,0.197,0.22,5614
1610612763,2014-15,00,Jeff Green,32,F,81,235,1986-08-28T07:00:00.000Z,28,6,Georgetown,201145,Jeff,Green,BOS,33,33.1,2.6,0.9,2.7,0.341,0.7,2.3,0.32,0.476,117,0.4,0.8,1.6,3.1,0.51,13,3.8,3.7,4.9,0.482,5.4,123,125,31.4,1.6,0.2,0.5,4.1,3.8,5.5,53,1.8,0.8,2.5,0.301,0.3,0.7,0.5,0.367,83,4.3,6.8,.624,1.2,3.1,.270,141,0.6,1.1,.583,0.4,0.2,.619,3.6,5.8,.632,0.8,2.9,.208,13.1,2.8,0.407,1.8,0.717,2.6,0.341,1.8,0.301,2.4,1,2.7,2.5,0.478,0,0,,0,0,,0,0,,0,0,,73,4,2.2,3.2,38.5,34.5,0,0,50.2,41.1,1.7,1.8,0.9,17.6,0.35,0.427,1657
1610612745,2014-15,00,Corey Brewer,33,G-F,81,186,1986-03-05T08:00:00.000Z,29,7,Florida,201147,Corey,Brewer,MIN,23,28.6,0.8,0.3,2.3,0.135,0.2,1.5,0.147,0.183,19,0.2,2.3,1,1.7,0.59,4,2.6,1.5,2.8,0.333,2.5,34,59,28.5,3.3,0.5,0.8,6,7.3,12.3,76,1.3,0.6,1.8,0.333,0.1,0.3,0.333,0.357,30,3.9,6.1,.638,1.1,2.8,.289,90,1.4,2.3,.615,0.6,0.8,.438,2.5,3.9,.652,0.5,2,.207,10.1,1.5,0.333,1.6,0.615,0.8,0.135,1.3,0.333,1.4,1.1,2.3,1.8,0.415,0,0,,0,0,,0,0,,0,0,,45.5,4.2,2,3.3,24.2,21.3,0,0,43,36.6,1.8,1.9,1.5,10.1,0.236,0.277,989
1610612756,2014-15,00,Brandan Wright,32,F,82,210,1987-10-05T07:00:00.000Z,27,6,North Carolina,201148,Brandan,Wright,BOS,8,10.7,0,0,0,,0,0,,,0,0.6,0.1,1.8,3.2,0.538,5,0,0,0,,0,0,0,10,1,0,0,1.4,2.5,11.2,8,0,0,0,,0,0,,,0,2.1,3.8,.567,0.8,1.4,.353,17,0.9,1.1,.778,0.5,0.4,.571,1.2,2.6,.476,0.2,1,.200,3.2,0,,2.4,0.643,0,,0,,0,1.8,0,0,0.571,0,0,,0,0,,0,0,,0,0,,5.8,4,0.7,3.2,3.1,2.7,0,0,13.8,8.4,0.3,2.8,0.6,3.2,0.236,0.388,110
1610612741,2014-15,00,Joakim Noah,13,C,83,232,1985-02-25T08:00:00.000Z,30,7,Florida,201149,Joakim,Noah,CHI,67,30.5,0.7,0.3,0.9,0.349,0,0,,0.349,44,1.1,0.7,3.2,6.2,0.517,74,1.1,0.6,1.2,0.447,0.9,39,76,56.8,4.7,0.4,0.6,8.9,10.9,17.1,312,0.2,0.1,0.3,0.421,0,0,0,0.421,16,9.6,15.5,.624,4.7,5,.486,646,3.3,5.7,.570,2.6,0.6,.804,6.4,9.7,.655,2.1,4.3,.323,7.2,0.6,0.447,2.3,0.517,0.7,0.349,0.2,0.421,0.6,1.8,0.9,0.3,0.445,0,0,,0,0,,0,0,,0,0,,137.7,4,2.1,3.2,75.7,62,0,0,68.5,38.6,1.8,3.8,5.8,7.2,0.106,0.188,4588
1610612746,2014-15,00,Spencer Hawes,10,F-C,85,245,1988-04-28T07:00:00.000Z,27,7,Washington,201150,Spencer,Hawes,LAC,73,17.5,2.5,0.9,2.8,0.327,0.7,2.3,0.311,0.455,184,0.7,0.3,1.9,3.7,0.5,53,0.8,0.5,0.8,0.389,1.3,35,56,24.2,1.2,0.2,0.3,2.4,3,8.3,88,0.6,0.3,0.7,0.38,0,0.1,0.375,0.41,41,3.5,6.3,.566,1.3,2.3,.363,258,0.4,0.9,.470,0.3,0.2,.645,3.1,5.4,.582,1,2.1,.325,5.8,0.5,0.389,1,0.5,2.5,0.327,0.6,0.38,0.5,0.8,2.8,0.7,0.459,0,0,,0,0,,0,0,,0,0,,86.6,4.1,1.2,3.3,45.4,41.2,0,0,31.9,18.1,0.7,1.4,1.9,5.8,0.183,0.321,2328
1610612751,2014-15,00,Thaddeus Young,30,F,80,221,1988-06-21T07:00:00.000Z,27,7,Georgia Tech,201152,Thaddeus,Young,BKN,28,29.7,2.1,0.8,1.9,0.389,0.6,1.6,0.378,0.546,59,0.3,1.4,2.5,4.4,0.573,8,2.5,1.6,2.8,0.426,2.7,46,70,36.8,1.4,0.2,0.5,2.7,3.3,5.3,38,0.6,0.2,1.1,0.226,0.1,0.1,0.667,0.258,16,5.9,10.4,.572,2,3.9,.341,166,1.9,4,.473,1.3,0.6,.679,4.1,6.4,.633,0.8,3.3,.184,13.8,1.6,0.426,3,0.585,2.1,0.389,0.6,0.226,1.7,2.3,1.9,1.1,0.524,0,0,,0,0,,0,0,,0,0,,56.6,4.1,2,3.3,29.9,26.7,0,0,51.9,26.2,1.4,3.3,4.1,13.8,0.266,0.526,1453
1610612754,2014-15,00,Rodney Stuckey,2,G,77,205,1986-04-21T08:00:00.000Z,29,7,Eastern Washington,201155,Rodney,Stuckey,IND,71,26.4,2.3,0.9,2,0.441,0.5,1.4,0.396,0.572,166,0.1,0.8,0.7,1.3,0.538,10,3.9,3,5,0.417,5.5,214,279,32.4,3.1,0.3,0.7,6.3,7.3,13.2,219,3.2,1.5,4.1,0.372,0.2,0.6,0.341,0.396,228,3.5,5.5,.639,0.7,2.8,.190,248,0.5,0.9,.545,0.2,0.3,.444,3,4.5,.658,0.4,2.5,.146,12.6,3,0.417,0.7,0.6,2.3,0.441,3.2,0.372,2.5,0.5,2,4.1,0.477,0,0,,0,0,,0,0,,0,0,,125.7,4,1.8,3.2,69.1,56.6,0,0,48,41.7,2.9,0.8,1,12.6,0.263,0.303,3409
1610612747,2014-15,00,Nick Young,0,F-G,79,210,1985-06-01T07:00:00.000Z,30,7,Southern California,201156,Nick,Young,LAL,42,23.9,2.7,1,2.6,0.36,0.8,2.3,0.361,0.518,115,0.3,0.5,0.4,0.9,0.5,11,1.5,0.9,1.2,0.311,1.9,39,62,13.6,1,0,0.4,2,2.1,4.2,41,5.6,2.3,6.6,0.342,1.1,2.9,0.372,0.423,235,2.3,3.7,.622,0.5,1.8,.206,96,0.4,0.9,.474,0.2,0.2,.444,1.9,2.8,.669,0.3,1.6,.152,13.4,0.9,0.311,0.3,0.667,2.7,0.36,5.6,0.342,1.1,0.1,2.6,6.6,0.453,0,0,,0,0,,0,0,,0,0,,64.7,3.9,1.5,3.1,35.3,29.4,0,0,28.1,24.7,1.6,0.4,0.6,13.4,0.478,0.543,1179
1610612759,2014-15,00,Marco Belinelli,3,F-G,77,210,1986-03-25T08:00:00.000Z,29,7,Bologna Italy,201158,Marco,Belinelli,SAS,62,22.4,4.1,1.5,3.5,0.414,1.2,3,0.399,0.58,255,0,0.5,0.9,1.5,0.573,3,1.3,0.9,1.5,0.467,2,58,78,24.3,1.5,0.1,0.6,2.9,3.7,8,94,2.1,1,2.4,0.403,0.2,0.7,0.273,0.443,132,2.5,4.1,.611,0.5,2,.197,157,0.4,0.6,.743,0.1,0.3,.346,2.1,3.6,.590,0.4,1.8,.168,9.2,0.9,0.467,0.6,0.68,4.1,0.414,2.1,0.403,0.7,0.4,3.5,2.4,0.515,0,0,,0,0,,0,0,,0,0,,102.1,4.4,1.6,3.5,57.9,44.1,0,0,34.6,30.3,1.3,1,1.1,9.2,0.265,0.303,2146
1610612752,2014-15,00,Jason Smith,14,F-C,84,245,1986-03-02T08:00:00.000Z,29,6,Colorado State,201160,Jason,Smith,NYK,81,21.9,3.9,1.9,4.2,0.448,0.2,0.5,0.375,0.47,317,0.5,0.4,2,4,0.497,42,0.6,0.4,0.7,0.333,0.9,33,52,31.2,1.7,0.1,0.4,3.6,4.1,8.9,140,0.5,0.2,0.7,0.357,0,0,0,0.357,40,4,7.8,.507,1.3,2.7,.330,320,1.2,2.9,.419,0.8,0.4,.653,2.8,4.9,.559,0.5,2.2,.188,8.1,0.4,0.333,0.8,0.393,3.9,0.448,0.5,0.357,0.3,0.8,4.2,0.7,0.45,0,0,,0,0,,0,0,,0,0,,124.4,4.2,1.5,3.4,68.6,55.8,0,0,41.7,27.1,1.1,1.8,5,8.1,0.194,0.298,3375
1610612749,2014-15,00,Jared Dudley,9,F-G,79,225,1985-07-10T07:00:00.000Z,29,7,Boston College,201162,Jared,Dudley,MIL,71,23.8,4.2,1.6,3.6,0.445,1,2.5,0.393,0.582,298,0.1,1,1.9,3.8,0.507,10,1.1,0.4,1.1,0.44,0.9,30,77,31.6,1.8,0.1,0.6,3.8,4.3,8.7,129,0.9,0.4,1,0.429,0,0.1,0.375,0.45,63,3,6.2,.493,0.9,2.1,.296,215,0.6,1.2,.530,0.3,0.3,.455,2.4,5,.485,0.6,1.8,.256,7.3,0.4,0.44,0.6,0.6,4.2,0.445,0.9,0.429,0.4,0.4,3.6,1,0.56,0,0,,0,0,,0,0,,0,0,,114.2,4.1,1.6,3.2,59.8,54.4,0,0,39.7,23.4,0.7,1.1,1.4,7.3,0.183,0.31,2820
1610612743,2014-15,00,Wilson Chandler,21,F,80,225,1987-05-10T07:00:00.000Z,28,7,DePaul,201163,Wilson,Chandler,DEN,78,31.7,4.8,1.6,4.8,0.342,1.5,4.4,0.343,0.503,373,0.4,0.7,1.7,3.1,0.569,29,4.4,3,4.8,0.438,4.5,232,346,30.9,1.7,0.2,0.6,4,4.2,6.4,134,1.8,0.8,2.3,0.333,0.2,0.6,0.388,0.387,137,6.1,9.7,.627,1.8,4.3,.301,475,1.2,2.2,.549,0.9,0.3,.740,4.9,7.5,.650,0.9,3.9,.190,13.9,3,0.438,1.1,0.571,4.8,0.342,1.8,0.333,2.9,0.8,4.8,2.3,0.5,0,0,,0,0,,0,0,,0,0,,169.3,4.1,2.2,3.3,90.1,79.2,0,0,46.9,35,1.6,1.6,1.2,13.9,0.297,0.397,3657
1610612741,2014-15,00,Aaron Brooks,0,G,72,161,1985-01-14T08:00:00.000Z,30,6,Oregon,201166,Aaron,Brooks,CHI,82,22.9,2.2,0.8,1.9,0.403,0.7,1.8,0.404,0.594,183,0.2,0.7,0.5,0.9,0.571,15,7.3,4.4,8.2,0.468,9.1,357,598,38.1,3.2,0.4,1.1,6.9,7.5,15.7,261,3.5,1.4,3.6,0.381,0.7,1.9,0.37,0.477,285,2,3.7,.544,0.4,1.6,.199,166,0.4,1.3,.305,0.2,0.2,.438,1.6,2.4,.670,0.2,1.4,.142,11.6,4.4,0.468,0.1,0.667,2.2,0.403,3.5,0.381,3.8,0,1.9,3.6,0.495,0,0,,0,0,,0,0,,0,0,,128.4,4.1,1.6,3.3,70.9,57.5,0,0,52.9,47.9,4.6,0.2,0.3,11.6,0.22,0.243,4337
1610612757,2014-15,00,Arron Afflalo,4,G,77,215,1985-10-15T07:00:00.000Z,29,7,California-Los Angeles,201167,Arron,Afflalo,POR,25,30.1,4.3,1.5,4.2,0.365,1.3,3.2,0.405,0.519,108,0.1,0.4,0.4,1,0.44,2,1.7,1.3,2,0.611,2.1,33,42,22.6,1.1,0.1,0.8,3.3,2.9,4.6,28,2.3,1.1,2.6,0.409,0.2,0.4,0.4,0.439,58,2.7,4.3,.626,0.3,2.4,.104,67,0.2,0.4,.667,0.2,0,.833,2.4,3.9,.622,0.1,2.4,.033,10.6,1.3,0.611,0.2,0.333,4.3,0.365,2.3,0.409,0.7,0.4,4.2,2.6,0.493,0,0,,0,0,,0,0,,0,0,,52.7,4.2,2.1,3.4,29.3,23.4,0,0,34.4,28,1.3,0.9,0.5,10.6,0.307,0.378,861
1610612759,2014-15,00,Tiago Splitter,22,C,83,245,1985-01-01T08:00:00.000Z,30,4,Blumenau Brazil,201168,Tiago,Splitter,SAS,52,19.8,0,0,0.1,0,0,0,,0,0,0.7,0.7,2.5,5,0.5,37,0.3,0.3,0.4,0.714,0.7,15,15,25.7,1.5,0.1,0.5,2.7,3.5,8.4,78,0,0,0,1,0,0,,1,2,4.8,9,.538,2.3,2.5,.484,252,1.8,3.3,.529,1.3,0.4,.747,3.1,5.7,.544,1,2.1,.335,8.2,0.3,0.714,4.8,0.605,0,0,0,1,0.1,3.2,0.1,0,0.558,0,0,,0,0,,0,0,,0,0,,72.7,4.2,1.4,3.4,39.4,33.4,0,0,34.5,21.1,0.8,6.6,2.5,8.2,0.239,0.391,1794
1610612758,2014-15,00,Carl Landry,24,F,81,248,1983-09-19T07:00:00.000Z,31,7,Purdue,201171,Carl,Landry,SAC,70,17,1.3,0.7,1.7,0.405,0,0,,0.405,94,0.2,0.2,1.4,2.5,0.551,17,0.1,0.1,0.2,0.444,0.3,8,10,16.1,0.4,0.1,0.2,0.8,0.8,2.4,26,0.5,0.2,0.4,0.586,0,0,,0.586,34,3.8,6.7,.577,1.7,2.1,.454,268,1.4,2.8,.518,1.1,0.3,.790,2.4,3.9,.619,0.6,1.8,.254,7.2,0.1,0.444,2.7,0.615,1.3,0.405,0.5,0.586,0.1,1.6,1.7,0.4,0.515,0,0,,0,0,,0,0,,0,0,,78.2,3.9,1.1,3.2,42.6,35.6,0,0,23.7,14,0.6,2.7,2.7,7.2,0.303,0.514,1660
1610612746,2014-15,00,Glen Davis,0,F-C,81,289,1986-01-01T08:00:00.000Z,29,7,Louisiana State,201175,Glen,Davis,LAC,74,12.3,0.4,0.2,0.8,0.259,0,0,0,0.259,30,0.3,0.6,1.3,2.5,0.5,21,0.1,0.1,0.2,0.333,0.4,7,11,11.8,0.5,0,0.1,1.2,1.3,5.2,39,0.1,0,0.2,0.125,0,0,0,0.125,4,2.3,4.3,.530,1.1,1.1,.503,169,0.6,1.4,.406,0.4,0.1,.744,1.7,2.9,.592,0.7,1,.421,4,0.1,0.333,1.7,0.593,0.4,0.259,0.1,0.125,0.1,1.2,0.8,0.2,0.459,0,0,,0,0,,0,0,,0,0,,59.6,3.9,0.8,3.2,29.9,29.7,0,0,16.6,10.6,0.4,1.9,1.6,4,0.24,0.374,1227
1610612748,2014-15,00,Josh McRoberts,4,F,82,240,1987-02-28T08:00:00.000Z,28,7,Duke,201177,Josh,McRoberts,MIA,17,17.6,1.5,0.5,1.2,0.429,0.5,1.1,0.421,0.619,26,0.2,0.7,1.7,3.2,0.527,3,1.4,0.5,1.2,0.571,1.3,8,23,27.3,1.9,0.2,0.4,3.9,4.3,11.7,33,0.1,0.1,0.1,0.5,0,0,,0.5,2,2.6,5.6,.474,0.9,1.7,.356,45,0.4,1.1,.389,0.2,0.2,.571,2.2,4.5,.494,0.7,1.5,.316,4.2,0.5,0.571,0.8,0.75,1.5,0.429,0.1,0.5,0.4,0.5,1.2,0.1,0.604,0,0,,0,0,,0,0,,0,0,,20.6,4.1,1.2,3.3,11.6,9.1,0,0,33.1,19.9,1,0.9,3.5,4.2,0.128,0.212,563
1610612763,2014-15,00,Marc Gasol,33,C,85,265,1985-01-29T08:00:00.000Z,30,6,Barcelona Spain,201188,Marc,Gasol,MEM,81,33.2,3.3,1.7,4,0.413,0,0.1,0.111,0.414,271,1.6,0.9,3.7,7.5,0.494,131,0.7,0.7,1,0.559,1,56,53,47.4,3.8,0.3,0.8,7.4,8.7,12.6,307,1.2,0.6,1.7,0.37,0,0.1,0.167,0.374,101,7.8,12,.650,3,4.7,.391,630,1.4,2.3,.611,1.1,0.4,.750,6.4,9.6,.659,2,4.4,.311,17.4,0.7,0.559,5.3,0.553,3.3,0.413,1.2,0.37,0.4,3.8,4,1.7,0.496,0,0,,0,0,,0,0,,0,0,,164.9,3.7,2,2.9,89.3,75.7,0,0,67.5,45,2,7.1,13,17.4,0.258,0.388,5468
1610612764,2014-15,00,Ramon Sessions,7,G,75,190,1986-04-11T08:00:00.000Z,29,7,Nevada,201196,Ramon,Sessions,WAS,28,19.5,0.3,0.1,0.8,0.143,0.1,0.5,0.105,0.179,10,0,0.6,0.4,0.6,0.588,0,3.9,2.7,4.2,0.383,6.6,75,109,34,3.1,0.1,0.7,6.2,7,17.3,86,1,0.4,1.1,0.387,0.1,0.3,0.5,0.452,28,1.9,3,.645,0.5,1.4,.246,69,0.4,0.6,.619,0.1,0.2,.385,1.6,2.4,.651,0.3,1.2,.214,5.4,2.1,0.365,0.3,0.286,0.3,0.143,1.2,0.345,1.8,0.2,0.8,1.5,0.361,0,0,,0,0,,0,0,,0,0,,38.6,4.2,1.4,3.4,20.9,17.7,0,0,43.4,37.1,3.1,0.5,0.2,7.4,0.169,0.198,1216
1610612765,2014-15,00,Joel Anthony,50,C,81,245,1982-08-09T07:00:00.000Z,32,7,Nevada-Las Vegas,201202,Joel,Anthony,DET,49,8.3,0.2,0.1,0.2,0.5,0,0,,0.5,8,1,0.2,1.3,3,0.434,49,0,0,0,,0,0,0,5.2,0.1,0,0.1,0.4,0.3,1.5,5,0,0,0,0.5,0,0,,0.5,2,1.9,4,.470,0.8,1.1,.398,93,0.7,1.6,.405,0.4,0.3,.563,1.2,2.4,.513,0.4,0.9,.311,1.8,0,,1,0.677,0.2,0.5,0,0.5,0,0.6,0.2,0,0.581,0,0,,0,0,,0,0,,0,0,,29,4.3,0.6,3.4,15.8,13.2,0,0,6.9,3.4,0.2,1.2,0.5,1.8,0.257,0.515,338
1610612754,2014-15,00,CJ Watson,32,G,74,175,1984-04-17T08:00:00.000Z,31,7,Tennessee,201228,CJ,Watson,IND,57,24.9,2.8,1,2.3,0.426,0.8,2,0.425,0.612,158,0.2,1,0.4,1.1,0.339,9,3,1.5,3.2,0.422,2.9,87,173,46.1,3.6,0.2,1.1,7.5,8.4,16.2,208,2.7,1.2,3,0.394,0.3,0.9,0.333,0.447,152,2.9,4.4,.649,0.3,2.6,.092,163,0.3,0.7,.450,0.1,0.2,.222,2.5,3.7,.687,0.2,2.4,.076,10,1.5,0.422,0.5,0.588,2.8,0.426,2.7,0.394,1.1,0.3,2.3,3,0.518,0,0,,0,0,,0,0,,0,0,,103,4.3,1.8,3.5,57.2,45.8,0,0,59.2,52.4,4.6,0.6,0.6,10,0.169,0.191,3377
1610612765,2014-15,00,Anthony Tolliver,43,F,80,240,1985-06-01T07:00:00.000Z,30,6,Creighton,201229,Anthony,Tolliver,PHX,24,11.4,2.9,1,2.7,0.354,1,2.5,0.383,0.531,69,0,0.2,1,1.4,0.727,1,0.1,0.2,0.2,0.5,0.7,4,3,11.9,0.4,0.2,0.2,1,1,4.4,10,0.1,0,0.1,0.333,0,0.1,0.5,0.5,3,1.8,3.2,.579,0.4,1.4,.227,44,0.2,0.5,.500,0.1,0.1,.500,1.6,2.7,.594,0.3,1.3,.184,3.3,0.2,0.5,0,0,2.9,0.354,0.1,0.333,0.1,0.1,2.7,0.1,0.514,0,0,,0,0,,0,0,,0,0,,19.2,4.2,0.8,3.4,10.4,8.8,0,0,15.7,9,0.2,0.2,0.6,3.3,0.212,0.372,377
1610612748,2014-15,00,Michael Beasley,30,F,82,235,1989-01-09T08:00:00.000Z,26,6,Kansas State,201563,Michael,Beasley,MIA,24,21.1,1.6,0.6,2.1,0.3,0.3,1.3,0.258,0.38,38,0.5,0.6,1.8,3.8,0.489,13,2.3,1.7,3,0.529,3.9,41,55,24,1.3,0.1,0.4,2.4,3,6.9,32,2.5,1.2,3,0.411,0,0.1,0,0.411,60,3.7,6.1,.610,1.4,2.3,.382,89,0.5,0.9,.545,0.3,0.2,.583,3.2,5.2,.621,1.1,2.1,.351,8.8,1.7,0.529,1.3,0.519,1.6,0.3,2.5,0.411,1.4,1.1,2.1,3,0.453,0,0,,0,0,,0,0,,0,0,,34,4,1.4,3.2,18.1,16,0,0,36.3,23.6,1.1,1.7,3.6,8.8,0.243,0.374,872
1610612749,2014-15,00,O.J. Mayo,00,G,77,210,1987-11-05T08:00:00.000Z,27,6,Southern California,201564,O.J.,Mayo,MIL,70,23.8,4,1.4,3.9,0.374,1.1,2.9,0.366,0.513,277,0.3,0.8,0.7,1.4,0.536,18,3,1.9,3.6,0.486,3.9,135,209,20.9,2.8,0.4,0.7,4.8,6.3,12.6,197,2.2,0.9,2.8,0.332,0.3,0.8,0.322,0.379,151,2.7,4.2,.634,0.6,2,.235,186,0.4,0.7,.596,0.2,0.2,.484,2.2,3.5,.642,0.4,1.8,.186,11.2,1.9,0.486,0.5,0.773,4,0.374,2.2,0.332,1.5,0.3,3.9,2.8,0.488,0,0,,0,0,,0,0,,0,0,,114.1,4.1,1.6,3.3,59.2,54.9,0,0,34.6,28.9,1.2,0.5,2.5,11.2,0.324,0.387,2421
